Filename,RA,Dec,TIC_ID,Sector,Camera,CCD,Magnitude,Label
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_147249160.pkl,323.758381976818,-44.99872214619761,147249160,1,1,1,7.980800200000001,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_300088816.pkl,108.019600167204,-67.1003649068096,300088816,1,4,3,13.0595,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_161315383.pkl,343.33109226961,-51.2369910114852,161315383,1,2,3,10.5628,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_152798857.pkl,343.35698581606005,-41.292815319459706,152798857,1,2,3,10.333,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_152286470.pkl,329.597871428853,-34.5568054553086,152286470,1,1,2,10.4681,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_25245922.pkl,327.2792468481672,-22.81851153506649,25245922,1,1,3,7.949439999999999,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_350708370.pkl,88.1214725775787,-55.111803922211294,350708370,1,4,4,10.5924,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_80080066.pkl,330.63735283139494,-32.13374592577469,80080066,1,1,2,6.1370001,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_231844429.pkl,25.9625079088675,-63.2029977474515,231844429,1,3,1,8.6542997,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_375092698.pkl,88.74993296846054,-52.4851924327257,375092698,1,4,4,10.3258,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_394209795.pkl,5.26271647821024,-70.60976704896,394209795,1,3,2,8.444600099999999,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_375035557.pkl,99.56180288984258,-63.3713848813504,375035557,1,4,3,11.0078,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_31108321.pkl,76.4178354128835,-67.1855051748172,31108321,1,4,1,11.61,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_204448580.pkl,326.058713667333,-33.4520069512752,204448580,1,1,2,8.931400300000002,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_220432921.pkl,73.4017610442222,-57.3320778019885,220432921,1,4,1,7.422900200000001,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_267322856.pkl,7.778740918511279,-74.1670479511878,267322856,1,3,2,8.171699499999999,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_370323564.pkl,340.86236074705414,-59.4622101169746,370323564,1,2,1,10.4823,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_325094160.pkl,327.99723667415003,-67.3216701965216,325094160,1,2,1,9.1030998,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_167304933.pkl,97.9711515503486,-66.5933674461533,167304933,1,4,3,10.7376,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_294781518.pkl,71.337742990651,-68.7410710985729,294781518,1,4,1,10.0386,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_141979579.pkl,96.1697841341665,-73.288022750547,141979579,1,4,2,10.3185,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_238173943.pkl,357.5646678227591,-69.9629871734185,238173943,1,3,2,8.6218004,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_206547467.pkl,333.2892745060271,-21.4059903420195,206547467,1,1,3,8.317469599999999,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_41332864.pkl,92.3707885645708,-68.0625412856577,41332864,1,4,2,9.4078999,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_149625254.pkl,87.0933381276886,-64.3605487319919,149625254,1,4,4,11.0713,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_237312808.pkl,343.845282774667,-64.973725106746,237312808,1,2,1,11.6923,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_214515903.pkl,340.43436430944,-39.7289407513512,214515903,1,1,2,10.7225,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_389722785.pkl,329.198514380448,-46.47997725943221,389722785,1,2,4,7.088300200000001,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_389363675.pkl,85.56405366772509,-69.2224195259062,389363675,1,4,2,11.0693,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_270558473.pkl,100.012049895328,-80.8135942070524,270558473,1,4,2,5.4115,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_469906369.pkl,336.8331999054861,-64.9663693007837,469906369,1,2,1,4.5458999,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_197712257.pkl,330.2687666215849,-41.10168159723109,197712257,1,1,2,13.2845,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_139720301.pkl,322.736814777776,-48.3597695795183,139720301,1,2,4,10.066,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_316976049.pkl,55.7391624422429,-64.13234665857419,316976049,1,4,1,13.0303,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_142018464.pkl,96.8432808703146,-74.8957912590305,142018464,1,4,2,11.4953,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_320964628.pkl,325.03544840228403,-36.7973552233748,320964628,1,1,1,11.5346,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_71334105.pkl,331.068966137053,-42.989989723876,71334105,1,1,2,8.5726004,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_214300008.pkl,339.201860314486,-36.5080250220748,214300008,1,1,2,10.5126,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_231841600.pkl,25.4729192382713,-63.2948687681684,231841600,1,3,1,8.5917997,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_88326672.pkl,333.472618740336,-45.3468122333534,88326672,1,2,3,8.6876001,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_372908431.pkl,98.1508924607206,-65.7910550263133,372908431,1,4,3,13.7188,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_407621011.pkl,69.35616340074161,-75.90384000897909,407621011,1,4,2,12.3606,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_177281989.pkl,101.973340782435,-72.65589979983619,177281989,1,4,2,11.5675,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_141623174.pkl,89.24156607137189,-72.2659238377653,141623174,1,4,2,10.4184,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_266586474.pkl,319.484526648218,-32.1725471445341,266586474,1,1,4,4.6802001,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_278567091.pkl,333.405244770694,-41.13676657166949,278567091,1,1,2,8.3591003,NonEB
tesslcs_sector_1_104/2_min_cadence_targets/tesslc_389729403.pkl,350.722426,-45.974947,389729403,1,2,3,9.7390003,NonEB
